exp_id,row_index,source,smoothing_iters,decimate_target_reduction,seed,jnd_threshold,n_tri_nominal,status,out_points,out_cells,point_ratio,mean_abs_error,p95_abs_error,max_abs_error,frac_vertices_over_jnd,mean_nn_distance,p95_nn_distance,env_cpu,env_cpu_count_logical,env_ram_gb,env_os,env_python,env_numpy,env_scipy,env_trimesh,env_pyvista,env_opencv,env_torch,env_git_commit,env_torch_threads,env_cuda_available,env_gpu,env_vtk,env_run_started_utc
a4_color_transfer,64,pointmap_sheet,5,0.3,1,8.0,40000,ok,14179,27998,0.7019,0.497,0.953,2.2541,0.0,0.000133,0.00043,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,65,pointmap_sheet,5,0.3,2,8.0,40000,ok,14185,27999,0.7023,0.5026,0.9543,2.1227,0.0,0.000134,0.000423,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,66,pointmap_sheet,5,0.5,0,8.0,40000,ok,10174,19999,0.5034,0.497,0.9535,1.8796,0.0,0.000134,0.000417,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,67,pointmap_sheet,5,0.5,1,8.0,40000,ok,10158,19999,0.5029,0.4971,0.9541,2.0351,0.0,0.000136,0.000441,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,68,pointmap_sheet,5,0.5,2,8.0,40000,ok,10167,19998,0.5033,0.5019,0.9543,1.9272,0.0,0.000137,0.000435,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,69,pointmap_sheet,5,0.7,0,8.0,40000,ok,6127,11999,0.3032,0.4952,0.9506,1.6678,0.0,0.000137,0.000428,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,70,pointmap_sheet,5,0.7,1,8.0,40000,ok,6130,11999,0.3035,0.4964,0.9557,1.9292,0.0,0.000139,0.000455,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,71,pointmap_sheet,5,0.7,2,8.0,40000,ok,6131,11998,0.3035,0.5016,0.9545,1.9272,0.0,0.000141,0.000451,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,72,pointmap_sheet,15,,0,8.0,40000,ok,20211,40000,1.0,0.6387,1.4894,14.4114,0.0011,0.001035,0.003056,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,73,pointmap_sheet,15,,1,8.0,40000,ok,20200,39999,1.0,0.6313,1.4728,14.0714,0.0011,0.001027,0.003103,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,74,pointmap_sheet,15,,2,8.0,40000,ok,20199,39999,1.0,0.6441,1.5178,15.1249,0.001,0.00107,0.002997,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,75,pointmap_sheet,15,0.3,0,8.0,40000,ok,14184,28000,0.7018,0.6105,1.3857,12.125,0.0008,0.000957,0.002678,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,76,pointmap_sheet,15,0.3,1,8.0,40000,ok,14163,27998,0.7011,0.608,1.3874,14.0714,0.0006,0.00097,0.002693,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,77,pointmap_sheet,15,0.3,2,8.0,40000,ok,14171,27998,0.7016,0.6234,1.4275,13.7932,0.0006,0.000999,0.002699,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,78,pointmap_sheet,15,0.5,0,8.0,40000,ok,10173,20000,0.5033,0.6157,1.4181,12.125,0.0008,0.000978,0.002798,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,79,pointmap_sheet,15,0.5,1,8.0,40000,ok,10154,19998,0.5027,0.6152,1.4161,13.5465,0.0005,0.001011,0.002855,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,80,pointmap_sheet,15,0.5,2,8.0,40000,ok,10160,19999,0.503,0.6324,1.4637,13.7932,0.0007,0.001024,0.002783,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,81,pointmap_sheet,15,0.7,0,8.0,40000,ok,6133,12000,0.3034,0.6258,1.4831,12.125,0.0008,0.001045,0.003008,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,82,pointmap_sheet,15,0.7,1,8.0,40000,ok,6129,11998,0.3034,0.6247,1.4679,13.5465,0.0007,0.001056,0.003065,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,83,pointmap_sheet,15,0.7,2,8.0,40000,ok,6134,11999,0.3037,0.6412,1.5189,13.7932,0.001,0.001065,0.002948,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,84,pointmap_sheet,30,,0,8.0,40000,ok,20211,40000,1.0,0.7138,1.8063,18.615,0.0024,0.001357,0.003687,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,85,pointmap_sheet,30,,1,8.0,40000,ok,20200,39999,1.0,0.6995,1.7509,17.3387,0.0032,0.001332,0.003784,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,86,pointmap_sheet,30,,2,8.0,40000,ok,20199,39999,1.0,0.7257,1.8692,15.3134,0.0025,0.001414,0.003593,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,87,pointmap_sheet,30,0.3,0,8.0,40000,ok,14183,28000,0.7017,0.6704,1.6383,9.873,0.0008,0.001245,0.003088,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,88,pointmap_sheet,30,0.3,1,8.0,40000,ok,14162,27999,0.7011,0.6621,1.6178,17.3387,0.0012,0.001233,0.003147,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,89,pointmap_sheet,30,0.3,2,8.0,40000,ok,14171,27998,0.7016,0.6892,1.7187,15.3134,0.0011,0.00131,0.003159,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,90,pointmap_sheet,30,0.5,0,8.0,40000,ok,10174,19999,0.5034,0.6746,1.6717,9.873,0.0008,0.001279,0.003183,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,91,pointmap_sheet,30,0.5,1,8.0,40000,ok,10154,19999,0.5027,0.6706,1.6565,12.0529,0.0013,0.001277,0.003287,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,92,pointmap_sheet,30,0.5,2,8.0,40000,ok,10165,19998,0.5032,0.6977,1.762,15.3134,0.0013,0.001346,0.003268,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,93,pointmap_sheet,30,0.7,0,8.0,40000,ok,6138,12000,0.3037,0.6885,1.7397,9.1912,0.0007,0.001331,0.003429,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,94,pointmap_sheet,30,0.7,1,8.0,40000,ok,6132,11999,0.3036,0.6758,1.6943,10.884,0.0013,0.001326,0.003484,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
a4_color_transfer,95,pointmap_sheet,30,0.7,2,8.0,40000,ok,6136,11999,0.3038,0.7076,1.839,10.8293,0.0013,0.00139,0.003419,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T19:58:10+00:00
