exp_id,row_index,scene,n_images,device,deterministic_requested,deterministic_applied,deterministic_recorded,cache_cleared,seed,image_size,tsdf_thresh,n_points_run1,n_points_run2,point_count_delta,identical_point_count,hausdorff95_between_runs,chamfer_between_runs,glb_bytes_run1,glb_bytes_run2,glb_byte_identical,wall_seconds_run1,wall_seconds_run2,env_cpu,env_cpu_count_logical,env_ram_gb,env_os,env_python,env_numpy,env_scipy,env_trimesh,env_pyvista,env_opencv,env_torch,env_git_commit,env_torch_threads,env_cuda_available,env_gpu,env_vtk,env_run_started_utc
b7_determinism,0,scan24,8,cuda,True,True,True,True,0,512,0.2,300000,300000,0,True,0.0,0.0,37045968,37045968,True,114.8785,113.8175,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
b7_determinism,1,scan24,8,cuda,False,True,False,True,0,512,0.2,300000,300000,0,True,0.0,0.0,37033920,37033920,True,94.5678,94.7292,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
b7_determinism,2,scan37,8,cuda,True,True,True,True,0,512,0.2,300000,300000,0,True,0.0,0.0,14440008,14440008,True,108.4389,110.0178,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
b7_determinism,3,scan37,8,cuda,False,True,False,True,0,512,0.2,300000,300000,0,True,0.0,0.0,14460488,14460488,True,88.6688,89.6417,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
b7_determinism,4,scan40,8,cuda,True,True,True,True,0,512,0.2,300000,300000,0,True,0.0,0.0,36474008,36474008,True,118.6088,118.5183,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
b7_determinism,5,scan40,8,cuda,False,True,False,True,0,512,0.2,300000,300000,0,True,0.0,0.0,36424344,36424344,True,97.8471,98.5144,Intel(R) Xeon(R) CPU @ 2.00GHz,4,31.35,Linux-6.12.90+-x86_64-with-glibc2.35,3.12.13,2.0.2,1.16.3,5.0.0,0.48.4,4.13.0,2.10.0+cu128,50414c3,2,True,Tesla T4,"(9, 3, 1)",2026-08-29T11:40:53+00:00
