exp_id,row_index,part,base,mode,noise_sigma,n_holes,n_fragments_injected,seed,tau,distance_unit,sample_points,chamfer_noise_floor,smoothing_iters,components_in,in_cells,boundary_edges_in,non_manifold_edges_in,before_chamfer_l1,before_hausdorff_95,before_precision,before_recall,before_f_score,before_normal_consistency,holefill_guard_fires,filtered_components,status,out_cells,components_out,boundary_edges_out,non_manifold_edges_out,is_watertight_out,after_chamfer_l1,after_hausdorff_95,after_precision,after_recall,after_f_score,after_normal_consistency,chamfer_delta,chamfer_improved,normal_consistency_delta,fragments_removed,env_cpu,env_cpu_count_logical,env_ram_gb,env_os,env_python,env_numpy,env_scipy,env_trimesh,env_pyvista,env_opencv,env_torch,env_git_commit,env_torch_threads,env_cuda_available,env_gpu,env_vtk,env_run_started_utc,smoother,volume_ratio_vs_clean
a3_refine_quality,0,refinement,icosphere,object,0.0,0,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.9998,False,1,ok,20000,1,0,0,True,0.001371,0.003047,1.0,1.0,1.0,0.99972,0.001371,False,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,1,refinement,icosphere,room,0.0,0,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.9998,False,1,ok,20000,1,0,0,True,0.001371,0.003047,1.0,1.0,1.0,0.99972,0.001371,False,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,2,refinement,icosphere,object,0.0,0,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.99981,False,1,ok,20000,1,0,0,True,0.001376,0.003062,1.0,1.0,1.0,0.99972,0.001376,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,3,refinement,icosphere,room,0.0,0,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.99981,False,1,ok,20000,1,0,0,True,0.001376,0.003062,1.0,1.0,1.0,0.99972,0.001376,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,4,refinement,icosphere,object,0.0,0,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.99981,False,1,ok,20000,1,0,0,True,0.001367,0.003047,1.0,1.0,1.0,0.99972,0.001367,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,5,refinement,icosphere,room,0.0,0,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,20000,0,0,0.0,0.0,1.0,1.0,1.0,0.99981,False,1,ok,20000,1,0,0,True,0.001367,0.003047,1.0,1.0,1.0,0.99972,0.001367,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,6,refinement,icosphere,object,0.0,0,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.004637,0.003405,0.9793,1.0,0.9895,0.98978,False,6,ok,20400,6,0,0,True,0.004607,0.003394,0.9795,1.0,0.9897,0.98985,-3e-05,True,7e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,7,refinement,icosphere,room,0.0,0,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.004637,0.003405,0.9793,1.0,0.9895,0.98978,False,1,ok,20000,1,0,0,True,0.001371,0.003047,1.0,1.0,1.0,0.99972,-0.003266,True,0.00994,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,8,refinement,icosphere,object,0.0,0,5,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.003483,0.00342,0.9788,1.0,0.9893,0.98911,False,6,ok,20400,6,0,0,True,0.003493,0.003422,0.979,1.0,0.9894,0.98915,1e-05,False,4e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,9,refinement,icosphere,room,0.0,0,5,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.003483,0.00342,0.9788,1.0,0.9893,0.98911,False,1,ok,20000,1,0,0,True,0.001376,0.003062,1.0,1.0,1.0,0.99972,-0.002107,True,0.01061,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,10,refinement,icosphere,object,0.0,0,5,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.003463,0.003427,0.9775,1.0,0.9886,0.98873,False,6,ok,20400,6,0,0,True,0.003467,0.003431,0.9777,1.0,0.9887,0.98872,4e-06,False,-1e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,11,refinement,icosphere,room,0.0,0,5,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20400,0,0,0.003463,0.003427,0.9775,1.0,0.9886,0.98873,False,1,ok,20000,1,0,0,True,0.001367,0.003047,1.0,1.0,1.0,0.99972,-0.002096,True,0.01099,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,12,refinement,icosphere,object,0.0,0,20,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.010448,0.195435,0.921,1.0,0.9589,0.96032,False,21,ok,21600,21,0,0,True,0.010335,0.191315,0.9219,1.0,0.9593,0.95947,-0.000113,True,-0.00085,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,13,refinement,icosphere,room,0.0,0,20,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.010448,0.195435,0.921,1.0,0.9589,0.96032,False,1,ok,20000,1,0,0,True,0.001371,0.003047,1.0,1.0,1.0,0.99972,-0.009077,True,0.0394,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,14,refinement,icosphere,object,0.0,0,20,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.009764,0.187542,0.9171,1.0,0.9568,0.95783,False,21,ok,21600,21,0,0,True,0.009756,0.188029,0.918,1.0,0.9572,0.95776,-8e-06,True,-7e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,15,refinement,icosphere,room,0.0,0,20,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.009764,0.187542,0.9171,1.0,0.9568,0.95783,False,1,ok,20000,1,0,0,True,0.001376,0.003062,1.0,1.0,1.0,0.99972,-0.008388,True,0.04189,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,16,refinement,icosphere,object,0.0,0,20,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.008539,0.1211,0.9181,1.0,0.9573,0.95566,False,21,ok,21600,21,0,0,True,0.008523,0.123914,0.919,1.0,0.9578,0.95605,-1.6e-05,True,0.00039,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,17,refinement,icosphere,room,0.0,0,20,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21600,0,0,0.008539,0.1211,0.9181,1.0,0.9573,0.95566,False,1,ok,20000,1,0,0,True,0.001367,0.003047,1.0,1.0,1.0,0.99972,-0.007172,True,0.04406,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,18,refinement,icosphere,object,0.0,5,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,78,0,0.001575,0.003156,1.0,0.9991,0.9995,0.9998,False,1,ok,19968,1,0,0,True,0.001543,0.003124,1.0,1.0,1.0,0.99972,-3.2e-05,True,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,19,refinement,icosphere,room,0.0,5,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,78,0,0.001575,0.003156,1.0,0.9991,0.9995,0.9998,False,1,ok,19968,1,0,0,True,0.001542,0.003122,1.0,1.0,1.0,0.99973,-3.3e-05,True,-7e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,20,refinement,icosphere,object,0.0,5,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,74,0,0.001554,0.003171,1.0,0.9992,0.9996,0.99981,False,1,ok,19964,1,0,0,True,0.001604,0.003131,1.0,1.0,1.0,0.99972,5e-05,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,21,refinement,icosphere,room,0.0,5,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,74,0,0.001554,0.003171,1.0,0.9992,0.9996,0.99981,False,1,ok,19964,1,0,0,True,0.001609,0.00315,1.0,1.0,1.0,0.99973,5.5e-05,False,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,22,refinement,icosphere,object,0.0,5,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,80,0,0.001571,0.003173,1.0,0.9991,0.9995,0.99981,False,1,ok,19970,1,0,0,True,0.001596,0.003157,1.0,1.0,1.0,0.99973,2.5e-05,False,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,23,refinement,icosphere,room,0.0,5,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19900,80,0,0.001571,0.003173,1.0,0.9991,0.9995,0.99981,False,1,ok,19970,1,0,0,True,0.001594,0.003157,1.0,1.0,1.0,0.99972,2.3e-05,False,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,24,refinement,icosphere,object,0.0,5,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,78,0,0.00422,0.003418,0.9792,0.9991,0.989,0.98891,False,6,ok,20368,6,0,0,True,0.004214,0.003406,0.9794,1.0,0.9896,0.99011,-6e-06,True,0.0012,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,25,refinement,icosphere,room,0.0,5,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,78,0,0.00422,0.003418,0.9792,0.9991,0.989,0.98891,False,1,ok,19968,1,0,0,True,0.001542,0.003122,1.0,1.0,1.0,0.99973,-0.002678,True,0.01082,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,26,refinement,icosphere,object,0.0,5,5,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,74,0,0.002882,0.003431,0.9787,0.9991,0.9888,0.98888,False,6,ok,20364,6,0,0,True,0.002881,0.003417,0.9787,1.0,0.9893,0.98911,-1e-06,True,0.00023,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,27,refinement,icosphere,room,0.0,5,5,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,74,0,0.002882,0.003431,0.9787,0.9991,0.9888,0.98888,False,1,ok,19964,1,0,0,True,0.001609,0.00315,1.0,1.0,1.0,0.99973,-0.001273,True,0.01085,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,28,refinement,icosphere,object,0.0,5,5,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,80,0,0.003197,0.003431,0.9797,0.9992,0.9894,0.98882,False,6,ok,20370,6,0,0,True,0.003165,0.003412,0.9805,1.0,0.9901,0.98824,-3.2e-05,True,-0.00058,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,29,refinement,icosphere,room,0.0,5,5,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20300,80,0,0.003197,0.003431,0.9797,0.9992,0.9894,0.98882,False,1,ok,19970,1,0,0,True,0.001594,0.003157,1.0,1.0,1.0,0.99972,-0.001603,True,0.0109,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,30,refinement,icosphere,object,0.0,5,20,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,78,0,0.010093,0.16951,0.9191,0.999,0.9574,0.95929,False,21,ok,21568,21,0,0,True,0.009987,0.165647,0.9202,1.0,0.9584,0.95949,-0.000106,True,0.0002,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,31,refinement,icosphere,room,0.0,5,20,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,78,0,0.010093,0.16951,0.9191,0.999,0.9574,0.95929,False,1,ok,19968,1,0,0,True,0.001542,0.003122,1.0,1.0,1.0,0.99973,-0.008551,True,0.04044,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,32,refinement,icosphere,object,0.0,5,20,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,74,0,0.009286,0.133391,0.9167,0.999,0.9561,0.95777,False,21,ok,21564,21,0,0,True,0.009211,0.132214,0.9179,1.0,0.9572,0.95783,-7.5e-05,True,6e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,33,refinement,icosphere,room,0.0,5,20,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,74,0,0.009286,0.133391,0.9167,0.999,0.9561,0.95777,False,1,ok,19964,1,0,0,True,0.001609,0.00315,1.0,1.0,1.0,0.99973,-0.007677,True,0.04196,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,34,refinement,icosphere,object,0.0,5,20,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,80,0,0.009252,0.142318,0.9219,0.9991,0.9589,0.95758,False,21,ok,21570,21,0,0,True,0.009003,0.139122,0.9232,1.0,0.9601,0.95813,-0.000249,True,0.00055,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,35,refinement,icosphere,room,0.0,5,20,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,21,21500,80,0,0.009252,0.142318,0.9219,0.9991,0.9589,0.95758,False,1,ok,19970,1,0,0,True,0.001594,0.003157,1.0,1.0,1.0,0.99972,-0.007658,True,0.04214,20,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,36,refinement,icosphere,object,0.0,20,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19600,300,0,0.001631,0.003312,1.0,0.9962,0.9981,0.9998,False,1,ok,19820,1,46,0,False,0.001621,0.003187,1.0,0.9995,0.9998,0.99972,-1e-05,True,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,37,refinement,icosphere,room,0.0,20,0,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19600,300,0,0.001631,0.003312,1.0,0.9962,0.9981,0.9998,False,1,ok,19820,1,46,0,False,0.001619,0.003163,1.0,0.9996,0.9998,0.99972,-1.2e-05,True,-8e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,38,refinement,icosphere,object,0.0,20,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19609,299,0,0.001626,0.003293,1.0,0.9965,0.9983,0.99981,False,1,ok,19870,1,0,0,True,0.001603,0.003145,1.0,1.0,1.0,0.99972,-2.3e-05,True,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,39,refinement,icosphere,room,0.0,20,0,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19609,299,0,0.001626,0.003293,1.0,0.9965,0.9983,0.99981,False,1,ok,19870,1,0,0,True,0.001608,0.003147,1.0,1.0,1.0,0.99972,-1.8e-05,True,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,40,refinement,icosphere,object,0.0,20,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19600,310,0,0.001617,0.003305,1.0,0.997,0.9985,0.99981,False,1,ok,19868,1,4,0,False,0.001613,0.003163,1.0,1.0,1.0,0.99971,-4e-06,True,-0.0001,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,41,refinement,icosphere,room,0.0,20,0,2,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,1,19600,310,0,0.001617,0.003305,1.0,0.997,0.9985,0.99981,False,1,ok,19868,1,4,0,False,0.001615,0.003155,1.0,1.0,1.0,0.99972,-2e-06,True,-9e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,42,refinement,icosphere,object,0.0,20,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20000,300,0,0.003769,0.003409,0.9794,0.9963,0.9878,0.98922,False,6,ok,20220,6,46,0,False,0.003785,0.003416,0.9791,0.9996,0.9892,0.98911,1.6e-05,False,-0.00011,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,43,refinement,icosphere,room,0.0,20,5,0,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20000,300,0,0.003769,0.003409,0.9794,0.9963,0.9878,0.98922,False,1,ok,19820,1,46,0,False,0.001619,0.003163,1.0,0.9996,0.9998,0.99972,-0.00215,True,0.0105,5,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
a3_refine_quality,44,refinement,icosphere,object,0.0,20,5,1,0.01,fraction_of_unit_bbox_diagonal,100000,0.0016,15,6,20009,299,0,0.003681,0.003426,0.9783,0.9967,0.9874,0.98861,False,6,ok,20270,6,0,0,True,0.003671,0.003428,0.9785,1.0,0.9891,0.98867,-1e-05,True,6e-05,0,12th Gen Intel(R) Core(TM) i7-1255U,12,15.68,Windows-10-10.0.26200-SP0,3.11.15,2.4.6,1.17.1,4.12.2,0.48.4,5.0.0,2.13.0+cpu,fd20710,10,False,,"(9, 6, 2)",2026-08-27T20:00:09+00:00,,
